pokedex_number;name;type1;type2;hp;defense;attack;sp_defense;sp_attack;speed;base_total;capture_rate;base_happiness;experience_growth;Height_m;Weight_kg;hasGender;percentage_male;is_legendary;generation;classfication;Color;Body_Style;hasMegaEvolution;Egg_Group_1;Egg_Group_2;base_egg_steps;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;abilities;ability 1;ability 2;ability 3;ability 4;ability 5;ability 6
392;Infernape;fire;fighting;76;71;104;71;104;108;534;45;70;1059860;1.19;55;TRUE;88.1;0;4;Flame;Brown;bipedal_tailed;FALSE;Field;Human-Like;5120;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;['Blaze', 'Iron Fist'];Blaze;Iron Fist;;;;
393;Piplup;water;;53;53;51;56;61;40;314;45;70;1059860;0.41;5.2;TRUE;88.1;0;4;Penguin;Blue;bipedal_tailless;FALSE;Water_1;Field;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Torrent', 'Defiant'];Torrent;Defiant;;;;
394;Prinplup;water;;64;68;66;76;81;50;405;45;70;1059860;0.79;23;TRUE;88.1;0;4;Penguin;Blue;bipedal_tailed;FALSE;Water_1;Field;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Torrent', 'Defiant'];Torrent;Defiant;;;;
395;Empoleon;water;steel;84;88;86;101;111;60;530;45;70;1059860;1.7;84.5;TRUE;88.1;0;4;Emperor;Blue;bipedal_tailed;FALSE;Water_1;Field;5120;0.5;1;0.5;2;0.5;2;1;0.5;1;1;2;0.25;0.5;0;0.5;0.5;0.25;0.5;['Torrent', 'Defiant'];Torrent;Defiant;;;;
396;Starly;normal;flying;40;30;55;30;30;60;245;255;70;1059860;0.3;2;TRUE;50;0;4;Starling;Brown;two_wings;FALSE;Flying;;3840;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Keen Eye', 'Reckless'];Keen Eye;Reckless;;;;
397;Staravia;normal;flying;55;50;75;40;40;80;340;120;70;1059860;0.61;15.5;TRUE;50;0;4;Starling;Brown;two_wings;FALSE;Flying;;3840;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Intimidate', 'Reckless'];Intimidate;Reckless;;;;
398;Staraptor;normal;flying;85;70;120;60;50;100;485;45;70;1059860;1.19;24.9;TRUE;50;0;4;Predator;Brown;two_wings;FALSE;Flying;;3840;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Intimidate', 'Reckless'];Intimidate;Reckless;;;;
399;Bidoof;normal;;59;40;45;40;35;31;250;255;70;1000000;0.51;20;TRUE;50;0;4;Plump Mouse;Brown;quadruped;FALSE;Water_1;Field;3840;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Simple', 'Unaware', 'Moody'];Simple;Unaware;Moody;;;
400;Bibarel;normal;water;79;60;85;60;55;71;410;127;70;1000000;0.99;31.5;TRUE;50;0;4;Beaver;Brown;bipedal_tailed;FALSE;Water_1;Field;3840;1;1;1;2;1;2;0.5;1;0;2;1;0.5;1;1;1;1;0.5;0.5;['Simple', 'Unaware', 'Moody'];Simple;Unaware;Moody;;;
401;Kricketot;bug;;37;41;25;41;25;25;194;255;70;1059860;0.3;2.2;TRUE;50;0;4;Cricket;Red;bipedal_tailless;FALSE;Bug;;3840;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;['Shed Skin', 'Run Away'];Shed Skin;Run Away;;;;
402;Kricketune;bug;;77;51;85;51;55;65;384;45;70;1059860;0.99;25.5;TRUE;50;0;4;Cricket;Red;four_wings;FALSE;Bug;;3840;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;['Swarm', 'Technician'];Swarm;Technician;;;;
403;Shinx;electric;;45;34;65;34;40;45;263;235;70;1059860;0.51;9.5;TRUE;50;0;4;Flash;Blue;quadruped;FALSE;Field;;5120;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Rivalry', 'Intimidate', 'Guts'];Rivalry;Intimidate;Guts;;;
404;Luxio;electric;;60;49;85;49;60;60;363;120;100;1059860;0.89;30.5;TRUE;50;0;4;Spark;Blue;quadruped;FALSE;Field;;5120;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Rivalry', 'Intimidate', 'Guts'];Rivalry;Intimidate;Guts;;;
405;Luxray;electric;;80;79;120;79;95;70;523;45;70;1059860;1.4;42;TRUE;50;0;4;Gleam Eyes;Blue;quadruped;FALSE;Field;;5120;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Rivalry', 'Intimidate', 'Guts'];Rivalry;Intimidate;Guts;;;
406;Budew;grass;poison;40;35;30;70;50;55;280;255;70;1059860;0.2;1.2;TRUE;50;0;4;Bud;Green;bipedal_tailless;FALSE;Undiscovered;;5120;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;['Natural Cure', 'Poison Point', 'Leaf Guard'];Natural Cure;Poison Point;Leaf Guard;;;
407;Roserade;grass;poison;60;65;70;105;125;90;515;75;70;1059860;0.89;14.5;TRUE;50;0;4;Bouquet;Green;bipedal_tailless;FALSE;Fairy;Grass;5120;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;['Natural Cure', 'Poison Point', 'Technician'];Natural Cure;Poison Point;Technician;;;
408;Cranidos;rock;;67;40;125;30;30;58;350;45;70;600000;0.89;31.5;TRUE;88.1;0;4;Head Butt;Blue;bipedal_tailed;FALSE;Monster;;7680;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;['Mold Breaker', 'Sheer Force'];Mold Breaker;Sheer Force;;;;
409;Rampardos;rock;;97;60;165;50;65;58;495;45;70;600000;1.6;102.5;TRUE;88.1;0;4;Head Butt;Blue;bipedal_tailed;FALSE;Monster;;7680;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;['Mold Breaker', 'Sheer Force'];Mold Breaker;Sheer Force;;;;
410;Shieldon;rock;steel;30;118;42;88;42;30;350;45;70;600000;0.51;57;TRUE;88.1;0;4;Shield;Grey;quadruped;FALSE;Monster;;7680;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;['Sturdy', 'Soundproof'];Sturdy;Soundproof;;;;
411;Bastiodon;rock;steel;60;168;52;138;47;30;495;45;70;600000;1.3;149.5;TRUE;88.1;0;4;Shield;Grey;quadruped;FALSE;Monster;;7680;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;['Sturdy', 'Soundproof'];Sturdy;Soundproof;;;;
412;Burmy;bug;;40;45;29;45;29;36;224;120;70;1000000;0.2;3.4;TRUE;50;0;4;Bagworm;Grey;head_base;FALSE;Bug;;3840;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;['Shed Skin', 'Overcoat'];Shed Skin;Overcoat;;;;
413;Wormadam;bug;grass;60;95;69;95;69;36;424;45;70;1000000;0.51;6.5;TRUE;0;0;4;Bagworm;Grey;head_base;FALSE;Bug;;3840;2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5;['Anticipation', 'Overcoat'];Anticipation;Overcoat;;;;
414;Mothim;bug;flying;70;50;94;50;94;66;424;45;70;1000000;0.89;23.3;TRUE;100;0;4;Moth;Yellow;four_wings;FALSE;Bug;;3840;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;['Swarm', 'Tinted Lens'];Swarm;Tinted Lens;;;;
415;Combee;bug;flying;30;42;30;42;30;70;244;120;70;1059860;0.3;5.5;TRUE;88.1;0;4;Tiny Bee;Yellow;multiple_bodies;FALSE;Bug;;3840;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;['Honey Gather', 'Hustle'];Honey Gather;Hustle;;;;
416;Vespiquen;bug;flying;70;102;80;102;80;40;474;45;70;1059860;1.19;38.5;TRUE;0;0;4;Beehive;Yellow;four_wings;FALSE;Bug;;3840;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;['Pressure', 'Unnerve'];Pressure;Unnerve;;;;
417;Pachirisu;electric;;60;70;45;90;45;95;405;200;100;1000000;0.41;3.9;TRUE;50;0;4;EleSquirrel;White;quadruped;FALSE;Field;Fairy;2560;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Run Away', 'Pickup', 'Volt Absorb'];Run Away;Pickup;Volt Absorb;;;
418;Buizel;water;;55;35;65;30;60;85;330;190;70;1000000;0.71;29.5;TRUE;50;0;4;Sea Weasel;Brown;quadruped;FALSE;Water_1;Field;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Swift Swim', 'Water Veil'];Swift Swim;Water Veil;;;;
419;Floatzel;water;;85;55;105;50;85;115;495;75;70;1000000;1.09;33.5;TRUE;50;0;4;Sea Weasel;Brown;quadruped;FALSE;Water_1;Field;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Swift Swim', 'Water Veil'];Swift Swim;Water Veil;;;;
420;Cherubi;grass;;45;45;35;53;62;35;275;190;70;1000000;0.41;3.3;TRUE;50;0;4;Cherry;Pink;multiple_bodies;FALSE;Fairy;Grass;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Chlorophyll'];Chlorophyll;;;;;
421;Cherrim;grass;;70;70;60;78;87;85;450;75;70;1000000;0.51;9.3;TRUE;50;0;4;Blossom;Pink;head_legs;FALSE;Fairy;Grass;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Flower Gift'];Flower Gift;;;;;
422;Shellos;water;;76;48;48;62;57;34;325;190;70;1000000;0.3;6.3;TRUE;50;0;4;Sea Slug;Purple;serpentine_body;FALSE;Water_1;Amorphous;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Sticky Hold', 'Storm Drain', 'Sand Force'];Sticky Hold;Storm Drain;Sand Force;;;
423;Gastrodon;water;ground;111;68;83;82;92;39;475;75;70;1000000;0.89;29.9;TRUE;50;0;4;Sea Slug;Purple;serpentine_body;FALSE;Water_1;Amorphous;5120;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;['Sticky Hold', 'Storm Drain', 'Sand Force'];Sticky Hold;Storm Drain;Sand Force;;;
424;Ambipom;normal;;75;66;100;66;60;115;482;45;100;800000;1.19;20.3;TRUE;50;0;4;Long Tail;Purple;bipedal_tailed;FALSE;Field;;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Technician', 'Pickup', 'Skill Link'];Technician;Pickup;Skill Link;;;
425;Drifloon;ghost;flying;90;34;50;44;60;70;348;125;70;1640000;0.41;1.2;TRUE;50;0;4;Balloon;Purple;head_arms;FALSE;Amorphous;;7680;0.25;2;1;2;1;0;1;1;2;0.5;0;2;0;0.5;1;2;1;1;['Aftermath', 'Unburden', 'Flare Boost'];Aftermath;Unburden;Flare Boost;;;
426;Drifblim;ghost;flying;150;44;80;54;90;80;498;60;70;1640000;1.19;15;TRUE;50;0;4;Blimp;Purple;head_arms;FALSE;Amorphous;;7680;0.25;2;1;2;1;0;1;1;2;0.5;0;2;0;0.5;1;2;1;1;['Aftermath', 'Unburden', 'Flare Boost'];Aftermath;Unburden;Flare Boost;;;
427;Buneary;normal;;55;44;66;56;44;85;350;190;0;1000000;0.41;5.5;TRUE;50;0;4;Rabbit;Brown;bipedal_tailed;FALSE;Field;Human-Like;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Run Away', 'Klutz', 'Limber'];Run Away;Klutz;Limber;;;
428;Lopunny;normal;;65;94;136;96;54;135;580;60;140;1000000;1.19;33.3;TRUE;50;0;4;Rabbit;Brown;bipedal_tailed;TRUE;Field;Human-Like;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Cute Charm', 'Klutz', 'Limber'];Cute Charm;Klutz;Limber;;;
429;Mismagius;ghost;;60;60;60;105;105;105;495;45;35;800000;0.89;4.4;TRUE;50;0;4;Magical;Purple;head_only;FALSE;Amorphous;;6400;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;['Levitate'];Levitate;;;;;
430;Honchkrow;dark;flying;100;52;125;52;105;71;505;30;35;1059860;0.89;27.3;TRUE;50;0;4;Big Boss;Black;two_wings;FALSE;Flying;;5120;1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1;['Insomnia', 'Super Luck', 'Moxie'];Insomnia;Super Luck;Moxie;;;
431;Glameow;normal;;49;42;55;37;42;85;310;190;70;800000;0.51;3.9;TRUE;24.6;0;4;Catty;Grey;quadruped;FALSE;Field;;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Limber', 'Own Tempo', 'Keen Eye'];Limber;Own Tempo;Keen Eye;;;
432;Purugly;normal;;71;64;82;59;64;112;452;75;70;800000;0.99;43.8;TRUE;24.6;0;4;Tiger Cat;Grey;quadruped;FALSE;Field;;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Thick Fat', 'Own Tempo', 'Defiant'];Thick Fat;Own Tempo;Defiant;;;
433;Chingling;psychic;;45;50;30;50;65;45;285;120;70;800000;0.2;0.6;TRUE;50;0;4;Bell;Yellow;bipedal_tailless;FALSE;Undiscovered;;6400;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Levitate'];Levitate;;;;;
434;Stunky;poison;dark;63;47;63;41;41;74;329;225;70;1000000;0.41;19.2;TRUE;50;0;4;Skunk;Purple;quadruped;FALSE;Field;;5120;1;0.5;1;1;1;1;1;1;0.5;0.5;2;1;1;0.5;0;1;1;1;['Stench', 'Aftermath', 'Keen Eye'];Stench;Aftermath;Keen Eye;;;
435;Skuntank;poison;dark;103;67;93;61;71;84;479;60;70;1000000;0.99;38;TRUE;50;0;4;Skunk;Purple;quadruped;FALSE;Field;;5120;1;0.5;1;1;1;1;1;1;0.5;0.5;2;1;1;0.5;0;1;1;1;['Stench', 'Aftermath', 'Keen Eye'];Stench;Aftermath;Keen Eye;;;
436;Bronzor;steel;psychic;57;86;24;86;24;23;300;255;70;1000000;0.51;60.5;FALSE;;0;4;Bronze;Green;head_only;FALSE;Mineral;;5120;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;['Levitate', 'Heatproof', 'Heavy Metal'];Levitate;Heatproof;Heavy Metal;;;
437;Bronzong;steel;psychic;67;116;89;116;79;33;500;90;70;1000000;1.3;187;FALSE;;0;4;Bronze Bell;Green;head_arms;FALSE;Mineral;;5120;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;['Levitate', 'Heatproof', 'Heavy Metal'];Levitate;Heatproof;Heavy Metal;;;
438;Bonsly;rock;;50;95;80;45;10;10;290;255;70;1000000;0.51;15;TRUE;50;0;4;Bonsai;Brown;head_legs;FALSE;Undiscovered;;5120;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;['Sturdy', 'Rock Head', 'Rattled'];Sturdy;Rock Head;Rattled;;;
439;Mime Jr.;psychic;fairy;20;45;25;90;70;60;310;145;70;1000000;0.61;13;TRUE;50;0;4;Mime;Pink;bipedal_tailless;FALSE;Undiscovered;;6400;1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1;['Soundproof', 'Filter', 'Technician'];Soundproof;Filter;Technician;;;
440;Happiny;normal;;100;5;5;65;15;30;220;130;140;800000;0.61;24.4;TRUE;0;0;4;Playhouse;Pink;bipedal_tailless;FALSE;Undiscovered;;10240;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Natural Cure', 'Serene Grace', 'Friend Guard'];Natural Cure;Serene Grace;Friend Guard;;;
441;Chatot;normal;flying;76;45;65;42;92;91;411;30;35;1059860;0.51;1.9;TRUE;50;0;4;Music Note;Black;two_wings;FALSE;Flying;;5120;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Keen Eye', 'Tangled Feet', 'Big Pecks'];Keen Eye;Tangled Feet;Big Pecks;;;
442;Spiritomb;ghost;dark;50;108;92;108;92;35;485;100;70;1000000;0.99;108;TRUE;50;0;4;Forbidden;Purple;head_base;FALSE;Amorphous;;7680;1;1;1;1;2;0;1;1;1;1;1;1;0;0.5;0;1;1;1;['Pressure', 'Infiltrator'];Pressure;Infiltrator;;;;
443;Gible;dragon;ground;58;45;70;45;40;42;300;45;70;1250000;0.71;20.5;TRUE;50;0;4;Land Shark;Blue;bipedal_tailed;FALSE;Monster;Dragon;10240;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;['Sand Veil', 'Rough Skin'];Sand Veil;Rough Skin;;;;
444;Gabite;dragon;ground;68;65;90;55;50;82;410;45;70;1250000;1.4;56;TRUE;50;0;4;Cave;Blue;bipedal_tailed;FALSE;Monster;Dragon;10240;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;['Sand Veil', 'Rough Skin'];Sand Veil;Rough Skin;;;;
445;Garchomp;dragon;ground;108;115;170;95;120;92;700;45;70;1250000;1.91;95;TRUE;50;0;4;Mach;Blue;bipedal_tailed;TRUE;Monster;Dragon;10240;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;['Sand Veil', 'Rough Skin'];Sand Veil;Rough Skin;;;;
446;Munchlax;normal;;135;40;85;85;40;5;390;50;70;1250000;0.61;105;TRUE;88.1;0;4;Big Eater;Black;bipedal_tailless;FALSE;Undiscovered;;10240;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Pickup', 'Thick Fat', 'Gluttony'];Pickup;Thick Fat;Gluttony;;;
447;Riolu;fighting;;40;40;70;40;35;60;285;75;70;1059860;0.71;20.2;TRUE;88.1;0;4;Emanation;Blue;bipedal_tailed;FALSE;Undiscovered;;6400;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;['Steadfast', 'Inner Focus', 'Prankster'];Steadfast;Inner Focus;Prankster;;;
448;Lucario;fighting;steel;70;88;145;70;140;112;625;45;70;1059860;1.19;54;TRUE;88.1;0;4;Aura;Blue;bipedal_tailed;TRUE;Field;Human-Like;6400;0.25;0.5;0.5;1;1;2;2;1;1;0.5;2;0.5;0.5;0;1;0.25;0.5;1;['Steadfast', 'Inner Focus', 'Justified'];Steadfast;Inner Focus;Justified;;;
449;Hippopotas;ground;;68;78;72;42;38;32;330;140;70;1250000;0.79;49.5;TRUE;50;0;4;Hippo;Brown;quadruped;FALSE;Field;;7680;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;['Sand Stream', 'Sand Force'];Sand Stream;Sand Force;;;;
450;Hippowdon;ground;;108;118;112;72;68;47;525;60;70;1250000;2.01;300;TRUE;50;0;4;Heavyweight;Brown;quadruped;FALSE;Field;;7680;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;['Sand Stream', 'Sand Force'];Sand Stream;Sand Force;;;;
451;Skorupi;poison;bug;40;90;50;55;30;65;330;120;70;1250000;0.79;12;TRUE;50;0;4;Scorpion;Purple;insectoid;FALSE;Bug;Water_3;5120;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;['Battle Armor', 'Sniper', 'Keen Eye'];Battle Armor;Sniper;Keen Eye;;;
452;Drapion;poison;dark;70;110;90;75;60;95;500;45;70;1250000;1.3;61.5;TRUE;50;0;4;Ogre Scorp;Purple;insectoid;FALSE;Bug;Water_3;5120;1;0.5;1;1;1;1;1;1;0.5;0.5;2;1;1;0.5;0;1;1;1;['Battle Armor', 'Sniper', 'Keen Eye'];Battle Armor;Sniper;Keen Eye;;;
453;Croagunk;poison;fighting;48;40;61;40;61;50;300;140;100;1000000;0.71;23;TRUE;50;0;4;Toxic Mouth;Blue;bipedal_tailless;FALSE;Human-Like;;2560;0.25;0.5;1;1;1;0.5;1;2;1;0.5;2;1;1;0.5;4;0.5;1;1;['Anticipation', 'Dry Skin', 'Poison Touch'];Anticipation;Dry Skin;Poison Touch;;;
454;Toxicroak;poison;fighting;83;65;106;65;86;85;490;75;70;1000000;1.3;44.4;TRUE;50;0;4;Toxic Mouth;Blue;bipedal_tailless;FALSE;Human-Like;;5120;0.25;0.5;1;1;1;0.5;1;2;1;0.5;2;1;1;0.5;4;0.5;1;1;['Anticipation', 'Dry Skin', 'Poison Touch'];Anticipation;Dry Skin;Poison Touch;;;
455;Carnivine;grass;;74;72;100;72;90;46;454;200;70;1250000;1.4;27;TRUE;50;0;4;Bug Catcher;Green;several_limbs;FALSE;Grass;;6400;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Levitate'];Levitate;;;;;
456;Finneon;water;;49;56;49;61;49;66;330;190;70;600000;0.41;7;TRUE;50;0;4;Wing Fish;Blue;with_fins;FALSE;Water_2;;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Swift Swim', 'Storm Drain', 'Water Veil'];Swift Swim;Storm Drain;Water Veil;;;
457;Lumineon;water;;69;76;69;86;69;91;460;75;70;600000;1.19;24;TRUE;50;0;4;Neon;Blue;with_fins;FALSE;Water_2;;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Swift Swim', 'Storm Drain', 'Water Veil'];Swift Swim;Storm Drain;Water Veil;;;
458;Mantyke;water;flying;45;50;20;120;60;50;345;25;70;1250000;0.99;65;TRUE;50;0;4;Kite;Blue;two_wings;FALSE;Undiscovered;;6400;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5;['Swift Swim', 'Water Absorb', 'Water Veil'];Swift Swim;Water Absorb;Water Veil;;;
459;Snover;grass;ice;60;50;62;60;62;40;334;120;70;1250000;0.99;50.5;TRUE;50;0;4;Frosted Tree;White;bipedal_tailed;FALSE;Monster;Grass;5120;2;1;1;0.5;1;2;4;2;1;0.5;0.5;1;1;2;1;2;2;0.5;['Snow Warning', 'Soundproof'];Snow Warning;Soundproof;;;;
460;Abomasnow;grass;ice;90;105;132;105;132;30;594;60;70;1250000;2.21;135.5;TRUE;50;0;4;Frosted Tree;White;bipedal_tailed;TRUE;Monster;Grass;5120;2;1;1;0.5;1;2;4;2;1;0.5;0.5;1;1;2;1;2;2;0.5;['Snow Warning', 'Soundproof'];Snow Warning;Soundproof;;;;
461;Weavile;dark;ice;70;65;120;85;45;125;510;45;35;1059860;1.09;34;TRUE;50;0;4;Sharp Claw;Black;bipedal_tailed;FALSE;Field;;5120;2;0.5;1;1;2;4;2;1;0.5;1;1;0.5;1;1;0;2;2;1;['Pressure', 'Pickpocket'];Pressure;Pickpocket;;;;
462;Magnezone;electric;steel;70;115;70;90;130;60;535;30;70;1000000;1.19;180;FALSE;;0;4;Magnet Area;Grey;head_arms;FALSE;Mineral;;5120;0.5;1;0.5;0.5;0.5;2;2;0.25;1;0.5;4;0.5;0.5;0;0.5;0.5;0.25;1;['Magnet Pull', 'Sturdy', 'Analytic'];Magnet Pull;Sturdy;Analytic;;;
463;Lickilicky;normal;;110;95;85;95;80;50;515;30;70;1000000;1.7;140;TRUE;50;0;4;Licking;Pink;bipedal_tailless;FALSE;Monster;;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Own Tempo', 'Oblivious', 'Cloud Nine'];Own Tempo;Oblivious;Cloud Nine;;;
464;Rhyperior;ground;rock;115;130;140;55;55;40;535;30;70;1250000;2.39;282.8;TRUE;50;0;4;Drill;Grey;bipedal_tailed;FALSE;Monster;Field;5120;1;1;1;0;1;2;0.5;0.5;1;4;2;2;0.5;0.25;1;0.5;2;4;['Lightningrod', 'Solid Rock', 'Reckless'];Lightningrod;Solid Rock;Reckless;;;
465;Tangrowth;grass;;100;125;100;50;110;50;535;30;70;1000000;2.01;128.6;TRUE;50;0;4;Vine;Blue;bipedal_tailless;FALSE;Grass;;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Chlorophyll', 'Leaf Guard', 'Regenerator'];Chlorophyll;Leaf Guard;Regenerator;;;
466;Electivire;electric;;75;67;123;85;95;95;540;30;70;1000000;1.8;138.6;TRUE;75.4;0;4;Thunderbolt;Yellow;bipedal_tailed;FALSE;Human-Like;;6400;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Motor Drive', 'Vital Spirit'];Motor Drive;Vital Spirit;;;;
467;Magmortar;fire;;75;67;95;95;125;83;540;30;70;1000000;1.6;68;TRUE;75.4;0;4;Blast;Red;bipedal_tailed;FALSE;Human-Like;;6400;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Flame Body', 'Vital Spirit'];Flame Body;Vital Spirit;;;;
468;Togekiss;fairy;flying;85;95;50;115;120;80;545;30;70;800000;1.5;38;TRUE;88.1;0;4;Jubilee;White;two_wings;FALSE;Flying;Fairy;2560;0.25;0.5;0;2;1;0.25;1;1;1;0.5;0;2;1;2;1;2;2;1;['Hustle', 'Serene Grace', 'Super Luck'];Hustle;Serene Grace;Super Luck;;;
469;Yanmega;bug;flying;86;86;76;56;116;95;515;30;70;1000000;1.91;51.5;TRUE;50;0;4;Ogre Darner;Green;four_wings;FALSE;Bug;;5120;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;['Speed Boost', 'Tinted Lens', 'Frisk'];Speed Boost;Tinted Lens;Frisk;;;
470;Leafeon;grass;;65;130;110;65;60;95;525;45;35;1000000;0.99;25.5;TRUE;88.1;0;4;Verdant;Green;quadruped;FALSE;Field;;8960;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Leaf Guard', 'Chlorophyll'];Leaf Guard;Chlorophyll;;;;
471;Glaceon;ice;;65;110;60;95;130;65;525;45;35;1000000;0.79;25.9;TRUE;88.1;0;4;Fresh Snow;Blue;quadruped;FALSE;Field;;8960;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;['Snow Cloak', 'Ice Body'];Snow Cloak;Ice Body;;;;
472;Gliscor;ground;flying;75;125;95;75;45;95;510;30;70;1059860;2.01;42.5;TRUE;50;0;4;Fang Scorp;Purple;two_wings;FALSE;Bug;;5120;0.5;1;1;0;1;0.5;1;1;1;1;0;4;1;0.5;1;1;1;2;['Hyper Cutter', 'Sand Veil', 'Poison Heal'];Hyper Cutter;Sand Veil;Poison Heal;;;
473;Mamoswine;ice;ground;110;80;130;60;70;80;530;50;70;1250000;2.49;291;TRUE;50;0;4;Twin Tusk;Brown;quadruped;FALSE;Field;;5120;1;1;1;0;1;2;2;1;1;2;1;1;1;0.5;1;1;2;2;['Oblivious', 'Snow Cloak', 'Thick Fat'];Oblivious;Snow Cloak;Thick Fat;;;
