id,description
452,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab."
453,"Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal."
454,"It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down."
455,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives."
456,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest."
457,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back."
458,"In the spring, it grows berries with the texture of frozen treats around its belly."
459,"It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards."
460,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination."
461,"It evolved from exposure to a special magnetic field. Three units generate magnetism."
462,"Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate."
463,"It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times."
464,"Its vines grow so profusely that, in the warm season, you can't even see its eyes."
465,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power."
466,"It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles."
467,"It shares many blessings with people who respect one another's rights and avoid needless strife."
468,"This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced."
469,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
470,"It lowers its body heat to freeze its fur. The hairs then become like needles it can fire."
471,"Its flight is soundless. It uses its lengthy tail to carry off its prey... Then its elongated fangs do the rest."
472,"Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age."
473,"Its programming was modified to enable it to travel through alien dimensions. Seems there might have been an error..."
474,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows."
475,"It freely controls three small units called Mini-Noses using magnetic force."
476,"The antenna on its head captures radio waves from the world of spirits that command it to take people there."
477,"Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass."
478,"Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc."
479,"It is said that its emergence gave humans the intelligence to improve their quality of life."
480,"It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake's surface."
481,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg."
482,"It has the power to control time. It appears in Sinnoh-region myths as an ancient deity."
483,"It has the ability to distort space. It is described as a deity in Sinnoh-region mythology."
484,"Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves."
485,"There is an enduring legend that states this Pokémon towed continents with ropes."
486,"This Pokémon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange."
487,"Those who sleep holding Cresselia's feather are assured of joyful dreams. It is said to represent the crescent moon."
488,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted."
489,"It starts its life with a wondrous power that permits it to bond with any kind of Pokémon."
490,"It can lull people to sleep and make them dream. It is active during nights of the new moon."
491,"It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers."
492,"It is told in mythology that this Pokémon was born before the universe even existed."
493,"When it shares the infinite energy it creates, that being's entire body will be overflowing with power."
494,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop."
495,"When it gets dirty, its leaves can't be used in photosynthesis, so it always keeps itself clean."
496,"It can stop its opponents' movements with just a glare. It takes in solar energy and boosts it internally."
497,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp."
498,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke."
499,"It has mastered fast and powerful fighting moves. It grows a beard of fire."
500,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing."
501,"As a result of strict training, each Dewott learns different forms for using the scalchops."
502,"One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody."
503,"Extremely cautious, one of them will always be on the lookout, but it won't notice a foe coming from behind."
504,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches."
505,"Though it is a very brave Pokémon, it's also smart enough to check its foe's strength and avoid battle."
506,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
507,"Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain."
508,"They steal from people for fun, but their victims can't help but forgive them. Their deceptively cute act is perfect."
509,"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react."
510,"It's good at finding berries and gathers them from all over. It's kind enough to share them with friends."
511,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter."
512,"This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit."
513,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets."
514,"The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large."
515,"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail."
516,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist."
517,"The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten."
518,"These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas."
519,"No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer."
520,"Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers."
521,"Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate."
522,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates."
523,"They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core."
524,"When it is healthy, its core sticks out. Always facing the same way, it swiftly moves front to back and left to right."
525,"Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain."
526,"The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune."
527,"Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift."
528,"By spinning its body, it can dig straight through the ground at a speed of 30 mph."
529,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels."
530,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling."
531,"Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs."
532,"This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch."
533,"Rather than rely on force, they master moves that utilize the centrifugal force of spinning concrete."
534,"By vibrating its cheeks, it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk."
535,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents."
536,"They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents."
537,"When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger."
538,"Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them."
539,"Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers."
540,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests."
541,"It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle."
542,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it."
543,"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent."
544,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
545,"Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud."
546,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind."
547,"Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants."
548,"Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities."
549,"Red and blue Basculin usually do not get along, but sometimes members of one school mingle with the other's school."
550,"They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping."
551,"The special membrane covering its eyes can sense the heat of objects, so it can see its surroundings even in darkness."
552,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile."
553,"When it sleeps, it pulls its limbs into its body and its internal fire goes down to 1,100 degrees Fahrenheit."
554,"Its internal fire burns at 2,500 degrees Fahrenheit, making enough power that it can destroy a dump truck with one punch."
555,"Arid regions are their habitat. They move rhythmically, making a sound similar to maracas."
556,"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
557,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle."
558,"Proud of its sturdy skull, it suddenly headbutts everything, but its weight makes it unstable, too."
559,"It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader."
560,"The guardians of an ancient city, they always fly the same route while keeping watch for invaders."
561,"Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry."
562,"Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies."
563,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile."
564,"It could knock out a foe with a slap from one of its developed front appendages and chew it up, shell or bones and all."
565,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another."
566,"It runs better than it flies. It takes off into the sky by running at a speed of 25 mph."
567,"Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places."
568,"Consuming garbage makes new kinds of poison gases and liquids inside their bodies."
569,"To protect themselves from danger, they hide their true identities by transforming into people and Pokémon."
570,"Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents."
571,"These Pokémon prefer a tidy habitat. They are always sweeping and dusting, using their tails as brooms."
572,"Cinccino's body is coated in a special oil that helps it deflect attacks, such as punches."
573,"They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see."
574,"According to many old tales, it creates friends for itself by controlling sleeping children on starry nights."
575,"They can predict the future from the placement and movement of the stars. They can see Trainers' life spans."
576,"They drive away attackers by unleashing psychic power. They can use telepathy to talk with others."
577,"When their two divided brains think the same thoughts, their psychic power is maximized."
578,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power."
579,"They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater."
580,"Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock."
581,"This Pokémon formed from icicles bathed in energy from the morning sun. It sleeps buried in snow."
582,"Snowy mountains are this Pokémon's habitat. During an ancient ice age, they moved to southern areas."
583,"Swallowing large amounts of water, they make snow clouds inside their bodies and, when angry, cause violent blizzards."
584,"The turning of the seasons changes the color and scent of this Pokémon's fur. People use it to mark the seasons."
585,"They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring."
586,"The energy made in its cheeks' electric pouches is stored inside its membrane and released while it is gliding."
587,"For some reason they evolve when they receive electrical energy while they are attacking Shelmet."
588,"These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body."
589,"It lures Pokémon with its pattern that looks just like a Poké Ball, then releases poison spores."
590,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion."
591,"If its veil-like arms stun and wrap a foe, that foe will be dragged miles below the surface, never to return."
592,"The fate of the ships and crew that wander into Jellicent's habitat: all sunken, all lost, all vanished."
593,"It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds."
594,"They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch."
595,"When attacked, they create an electric barrier by spitting out many electrically charged threads."
596,"It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger."
597,"They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them."
598,"The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing."
599,"A minigear and big gear comprise its body. If the minigear it launches at a foe doesn't return, it will die."
600,"Its red core functions as an energy tank. It fires the charged energy through its spikes into an area."
601,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock."
602,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity."
603,"They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean."
604,"Rumors of its origin are linked to a UFO crash site in the desert 50 years ago."
605,"It uses psychic power to control an opponent's brain and tamper with its memories."
606,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns."
607,"It arrives near the moment of death and steals spirit from the body."
608,"The spirits burned up in its ominous flame lose their way and wander this world forever."
609,"They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly."
610,"A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle."
611,"Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor."
612,"Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases."
613,"It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat."
614,"They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit."
615,"It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown."
616,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane."
617,"It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity."
618,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
619,"Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop."
620,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move."
621,"Ancient science fashioned this Pokémon from clay. It's been active for thousands of years."
622,"It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control."
623,"Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey."
624,"Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey."
625,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt."
626,"They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger."
627,"They fight for their friends without any thought about danger to themselves. One can carry a car while flying."
628,"Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz."
629,"Watching from the sky, they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones."
630,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them."
631,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
632,"Lacking sight, it's unaware of its surroundings, so it bumps into things and eats anything that moves."
633,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
634,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!"
635,"The base of volcanoes is where they make their homes. They shoot fire from their five horns to repel attacking enemies."
636,"When volcanic ash darkened the atmosphere, it is said that Volcarona's fire provided a replacement for the sun."
637,"It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon."
638,"Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon."
639,"Legends say this Pokémon confounded opponents with its swift movements."
640,"Tornadus expels massive energy from its tail, causing severe storms. Its power is great enough to blow houses away."
641,"As it flies around, it shoots lightning all over the place and causes forest fires. It is therefore disliked."
642,"When Reshiram's tail flares, the heat energy moves the atmosphere and changes the world's weather."
643,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail."
644,"From the forces of lightning and wind, it creates energy to give nutrients to the soil and make the land abundant."
645,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out."
646,"When it is resolute, its body fills with power and it becomes swifter. Its jumps are then too fast to follow."
647,"Its melodies are sung with a special vocalization method that can control the feelings of those who hear it."
648,"This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back."
649,"Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn't faze it."
650,"They strengthen their lower bodies by running into one another. They are very kind and won't start fights."
651,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast."
652,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears."
653,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies."
654,"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame."
655,"It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings."
656,"Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute's time."
657,"It appears and vanishes with a ninja's grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water."
658,"It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly."
659,"As powerful as an excavator, its ears can reduce dense bedrock to rubble. When it's finished digging, it lounges lazily."
660,"Despite the beauty of its lilting voice, it's merciless to intruders that enter its territory."
661,"The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going."
662,"When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick."
663,"The powder that covers its body regulates its temperature, so it can live in any region or climate."
664,"The beaks of bird Pokémon can't begin to scratch its stalwart body. To defend itself, it spews powder."
665,"The patterns on this Pokémon's wings depend on the climate and topography of its habitat. It scatters colorful scales."
666,"They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight."
667,"With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride's cubs."
668,"When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind's embrace with an untroubled heart."
669,"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance."
670,"In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains."
671,"If it has sunshine and water, it doesn't need to eat, because it can generate energy from the leaves on its back."
672,"They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns."
673,"It does its level best to glare and pull a scary face, but it can't help grinning if anyone pats its head."
674,"It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole."
675,"Historically, in the Kalos region, these Pokémon were the designated guardians of the king."
676,"It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power."
677,"The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense."
678,"If anyone dares to grab its hilt, it wraps a blue cloth around that person's arm and drains that person's life energy completely."
679,"The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay."
680,"Apparently, it can detect the innate qualities of leadership. According to legend, whoever it recognizes is destined to become king."
681,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked."
682,"Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it."
683,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy."
684,"Its sense of smell is 100 million times better than a human's, so even the faintest scent tells it about everything in the area. It's like it can see with its nose!"
685,"It flashes the light-emitting spots on its body, which drains its opponent's will to fight. It takes the opportunity to scuttle away and hide."
686,"It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids."
687,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline."
688,"Barbaracle's legs and hands have minds of their own, and they will move independently. But they usually follow the head's orders."
689,"It looks just like rotten kelp. It hides from foes while storing up power for its evolution."
690,"Tales are told of ships that wander into seas where Dragalge live, never to return."
691,"Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock."
692,"By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots."
693,"The frills on either side of its head have cells that generate electricity when exposed to sunlight."
694,"It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds."
695,"Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago."
696,"Nothing could stop this Pokémon 100 million years ago, so it behaved like a king."
697,"This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum."
698,"Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent's attack."
699,"It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her."
700,"With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against."
701,"It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers."
702,"It has slept underground for hundreds of millions of years since its birth. It's occasionally found during the excavation of caves."
703,"It's covered in a slimy membrane that makes any punches or kicks slide off it harmlessly."
704,"Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose."
705,"It attacks with retractable horns. It throws a punch that's the equivalent of the force of a hundred pro boxers."
706,"It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime."
707,"According to old tales, these Pokémon are stumps possessed by the spirits of children who died while lost in the forest."
708,"Using its roots as a nervous system, it controls the trees in the forest. It's kind to the Pokémon that reside in its body."
709,"It is said to carry wandering spirits to the place where they belong so they can move on."
710,"It enwraps its prey in its hairlike arms. It sings joyfully as it observes the suffering of its prey."
711,"Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains."
712,"The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice."
713,"Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves."
714,"The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack."
715,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life."
716,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more."
717,"It's thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it."
718,"It can instantly create many diamonds by compressing the carbon in the air between its hands."
719,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form."
720,"It expels its internal steam from the arms on its back. It has enough power to blow away a mountain."
721,"Silently it glides, drawing near its targets. Before they even notice it, it begins to pelt them with vicious kicks."
722,"It throws sharp feathers called blade quills at enemies or prey. It seldom misses."
723,"Although basically cool and cautious, when it's caught by surprise, it's seized by panic."
724,"It doesn't allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude."
725,"It boasts powerful front legs. With a single punch, it can bend an iron bar right over."
726,"After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel."
727,"This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles."
728,"It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help."
729,"Its singing voice is its chief weapon in battle. This Pokémon's Trainer must prioritize the daily maintenance of its throat at all costs."
730,"This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth."
731,"By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors."
732,"Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders."
733,"It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot."
734,"It adores having Rattata and Raticate for dinner, but as it's diurnal, it never encounters them. This Pokémon boasts incredible patience."
735,"They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon."
736,"From the food it digests, it generates electricity, and it stores this energy in its electric sac."
737,"It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy."
738,"It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious."
739,"It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets."
740,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames."
741,"Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers."
742,"Some of Ribombee's pollen puffs are highly nutritious. They are sometimes sold as supplements."
743,"This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer's side."
744,"When properly raised from a young age, it will become a trustworthy partner that will absolutely never betray its Trainer."
745,"When it's in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies."
746,"It's found crawling on beaches and seafloors. The coral that grows on Corsola's head is as good as a five-star banquet to this Pokémon."
747,"Those attacked by Toxapex's poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects."
748,"It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine."
749,"Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat."
750,"When it comes across enemies or potential prey, this Pokémon smashes its water-bubble-covered head into them."
751,"Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble."
752,"They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding."
753,"It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates."
754,"As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree."
755,"It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy."
756,"Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon, then attacks them."
757,"Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes."
758,"A touch from anyone except a known friend sends it into a surging frenzy. It's an incredibly dangerous Pokémon."
759,"This Pokémon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug."
760,"Although it's too sugary for human consumption, Bounsweet's sweat can be watered down into a juice with just the right amount of sweetness."
761,"This Pokémon is always bouncing around energetically. Other Pokémon are attracted by its lively appearance and pleasant aroma."
762,"A Pokémon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons."
763,"Baths prepared with the flowers from its vine have a relaxing effect, so this Pokémon is a hit with many people."
764,"Deep in the jungle, high in the lofty canopy, this Pokémon abides. On rare occasions, it shows up at the beach to match wits with Slowking."
765,"They battle with hard berries for weapons. Their techniques are passed from the boss to the group, generation upon generation."
766,"Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten."
767,"It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea."
768,"It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body."
769,"Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained."
770,"These Pokémon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!"
771,"Due to the danger that this synthetic Pokémon may go on a rampage, it wears a control mask to restrain its power."
772,"Although its name was Type: Null at first, the boy who evolved it into this form gave it the name by which it is now known."
773,"Strong impacts can knock it out of its shell. This Pokémon was born from mutated nanoparticles."
774,"The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer."
775,"It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses."
776,"The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac."
777,"A lonely Pokémon, it conceals its terrifying appearance beneath an old rag so it can get closer to people and other Pokémon."
778,"It stuns its prey with psychokinesis and then grinds them to mush with its strong teeth. Even Shellder's shell is no match for it."
779,"This Pokémon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town."
780,"The soul of seaweed adrift in the waves became reborn as this Pokémon. It maintains itself with new infusions of seabed detritus and seaweed."
781,"They live in mountains where no trace of humans can be detected. Jangmo-o grow little by little as they battle one another."
782,"It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time they're regrown."
783,"Its rigid scales function as offense and defense. In the past, its scales were processed and used to make weapons and other commodities."
784,"It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later."
785,"As it flutters about, it scatters its strangely glowing scales. Touching them is said to restore good health on the spot."
786,"The guardian deity of Ula'ula is a lazy Pokémon. It commands plants to immobilize its foes and then deals them a savage blow with its horns."
787,"The guardian deity of Poni, it can control water. People say it can create pure water that will wash away any uncleanness."
788,"In ages past, it was called the child of the stars. It's said to be a Pokémon from another world, but no specific details are known."
789,"There's something accumulating around the black core within its hard shell. People think this Pokémon may come from another world."
790,"This Pokémon is said to be a male evolution of Cosmog. At the activation of its third eye, it departs for another world."
791,"Said to live in another world, this Pokémon devours light, drawing the moonless dark veil of night over the brightness of day."
792,"One of the Ultra Beasts. It's unclear whether or not this Pokémon is sentient, but sometimes it can be observed behaving like a young girl."
793,"A mysterious life-form called an Ultra Beast. Witnesses saw it pulverize a dump truck with a single punch."
794,"One of the Ultra Beasts. It refuses to touch anything, perhaps because it senses some uncleanness in this world."
795,"It appeared from the Ultra Wormhole. It raided a power plant, so people think it energizes itself with electricity."
796,"One kind of Ultra Beast. Witnesses have seen it burn down a forest by expelling gas from its two arms."
797,"One of the Ultra Beast life-forms, it was observed cutting down a gigantic steel tower with one stroke of its blade."
